Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
jZkIdPbC1u1HitqxlrBVC,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present;Paved paths present;Wide paths present;Linear paths present;Curved paths present,Benches present;Custom seats present,Modern buildings present;Historic buildings present;Commercial buildings present,No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present;Recreational activities present,No accessibility features,Clear sight lines,No barriers,Dark colours present;Monochrome elements present;Sculptures present,Contemporary buildings present;Traditional buildings present,Central gathering point present,Ethnic diversity present;Gender diversity present;Varied age groups present,Wheelchair-accessible features present;No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present;Information kiosks present,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Culturally significant features present;Historic monuments present,Recycling bins present;Green building features present,Inviting,,,
jxGOLydpSwxSb6qfmZMoK,Park,,,,Artificial lighting;Well lit,Clean,Trees present;Little greenery,,,,Custom seats present,,,,,Empty,,Leisure activities present,,,,Clear sight lines,,,,No barriers,Bright colours present;Sculptures present,,,,,"Not applicable,Not applicable,Moderate;Loud;Natural sounds present,Night,,,,,,Not applicable,Not applicable,Not applicable,Accessible;Comfortable"
jxPfuFvuSm8CtzHJ1quCV,Park,Waterfront,Trees present;Little greenery;Grass present;No vegetation,,,,,,,,,,,,,,,,,Snowy,Cold (<10 °C),,,,,,,,,,,",,,,,,,,Safe and secure"
jxhNZUCTdifNdf5qvbmNv,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Artificial lighting;Well lit,Trees present;Grass present,Tactile paving present;Wide entrances present,Paved paths present;Wide paths present,No seating,Modern buildings present;Historic buildings present;Commercial buildings present,Directional signs present,Crowded (>50 people),Transportation activities present;Social activities present,Public transport access present;Pedestrian paths present,Clear sight lines,Surveillance cameras present;Safety lighting,Fences present,Contemporary buildings present;Historic buildings present;Eclectic buildings present,Central gathering point present,Ethnic diversity present;Gender diversity present;Varied age groups present,Wheelchair-accessible features present;Multilingual signs present,Cloudy,Warm (20–30 °C),Moderate;Traffic noise present,Night,Trash bins present;Public transport access present;Pedestrian paths present,Street vendors present;Shops present,Cafés present,Public transport access present;Pedestrian paths present,Culturally significant features present;Public art installations present,Green building features present;Use of renewable energy present (e.g.,solar panels),Accessible;Comfortable;Inviting;Safe and secure;Inclusive
jxmgeXrzMIcOAZ2w15dLL,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present,No seating,Modern buildings present;Historic buildings present;Residential buildings present;Commercial buildings present,No signage,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Social activities present,No accessibility features,Clear sight lines,No barriers,Street art present;Water features present,Traditional buildings present;Contemporary buildings present,No gathering points,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,Street vendors present;Shops present;Cafés present,Pedestrian paths present,Public art installations present,Not applicable,Accessible,,
jy7J9l3yeW7IMoqrtjAXJ,Public plaza,Square,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery;Grass present;Paved paths present;Wide paths present;Linear paths present;Curved paths present,Benches present;Custom seats present,Modern buildings present;Commercial buildings present,Informational signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Transportation activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Surveillance cameras present;Safety lighting;Fences present,No barriers,Bright colours present;Monochrome elements present;Sculptures present,Contemporary buildings present;Eclectic buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Moderate;Natural sounds present,Daytime;Weekend,Restrooms present;Information kiosks present;Trash bins present;Play areas present,Street vendors present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Culturally significant features present;Public art installations present,Recycling bins present;Green building features present,Accessible;Comfortable;Inclusive;Safe and secure;Diverse,
jyD8mdn7oiqIAqlfciwKx,Courtyard,Square,Public plaza,,,,Natural lighting;Well lit,Clean,Well maintained,Trees present;Little greenery;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,Benches present;No seating,Modern buildings present;Residential buildings present,No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,No barriers,Dark colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,Shops present;Cafés present,"Pedestrian paths present,Not applicable,Not applicable,Inviting;Accessible;Comfortable;Safe and secure"
jyVejnIBA2tj0SUW0sb6K,Park,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Too much greenery;Grass present,Unpaved paths present;Wide paths present;Linear paths present;Curved paths present,Benches present;No seating,Not applicable,No signage,Sparsely populated (<20 people),Leisure activities present,No accessibility features,Clear sight lines;Obstructed views present;Panoramic views present,Not applicable,No barriers,Not applicable,Not applicable,Informal gathering points present,Not applicable,Not applicable,Daytime;Weekend,Natural sounds present;Quiet,Not applicable,Not applicable,Not applicable,Not applicable,Inviting,,,,
jynrDFND99pcJaMGrhz7P,Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Curved paths present;Intersecting paths present,Benches present;Custom seats present,Modern buildings present;Commercial buildings present,No signage,Sparsely populated (<20 people),Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,Not applicable,No barriers,No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Green building features present,Inviting,
jzCdhp2NdQ4HXMCjMIW6M,Street,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,No seating,Modern buildings present;Historic buildings present;Commercial buildings present,Mixed-use buildings present,Informational signs present;Decorative signs present;Directional signs present,Moderately populated (20–50 people),Leisure activities present;Commercial activities present;Transportation activities present;Social activities present,Pedestrian paths present;Bicycle lanes present,Clear sight lines;Obstructed views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;Dark colours present;Monochrome elements present,Traditional buildings present;Contemporary buildings present,Eclectic buildings present,Informal gathering points present;No gathering points,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present;No design features,Sunny,Warm (20–30 °C),Quiet;Moderate;Traffic noise present,Daytime;Weekday,Restrooms present;Trash bins present;Play areas present,Cafés present;Shops present,Public transport access present;Bicycle lanes present;Pedestrian paths present,"Culturally significant features present;Public art installations present,Recycling bins present;Green building features present,Inviting;Accessible;Comfortable;Inclusive;Safe and secure;Diverse"
jzbZEukTg7yRbFFVfXpTQ,Park,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Clean,Trees present;Grass present;Paved paths present,Benches present;Custom seats present,Not applicable,No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,Not applicable,Clear sight lines,Not applicable,No barriers,Not applicable,Not applicable,Informal gathering points present,Varied age groups present;Gender diversity present,Not applicable,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Not applicable,Not applicable,Pedestrian paths present,Culturally significant features present;Public art installations present,Not applicable,Inviting,,
k0E5Gpukk5tqk6nTlLtV1,Park,Natural lighting;Well lit;Shaded areas,Open,Large (>2000 m²),Clean;Well maintained,Trees present;Grass present;Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Sparse (<20 people),Leisure activities present;Social activities present,Wheelchair-accessible features present;Tactile paving present,Clear sight lines,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present;Not applicable,Not applicable,Public transport access present;Pedestrian paths present;Bicycle lanes present,Culturally significant features present;Not applicable,Recycling bins present;Green building features present,Inviting,,,,,,,,,,,
k0nn8RbWTjIExEOA1QDvz,Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present;Bushes present;Paved paths present;Wide paths present;Linear paths present;Intersecting paths present,Benches present;Custom seats present,Modern buildings present;Residential buildings present;Commercial buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Surveillance cameras present;Safety lighting;Fences present,No barriers,Bright colours present;Water features present,Contemporary buildings present;Eclectic buildings present,Central gathering point present;Informal gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present;No design features,Cloudy,Warm (20–30 °C),Quiet;Moderate;Natural sounds present,Daytime,Restrooms present;Trash bins present;Play areas present,Street vendors present;Cafés present,Public transport access present;Pedestrian paths present,Culturally significant features present,Recycling bins present;Green building features present,Inviting,,
k0vdbAfxgwnDXHD9CZxGo,Square,Open,Medium (500–2000 m²),Natural lighting;Shaded areas,Clean,Trees present;Little greenery;No vegetation,Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Historic buildings present;Commercial buildings present,No signage,Empty,Natural sounds present;Quiet,Snowy,Cold,Weekend;Daytime,Trash bins present;Restrooms present,No commercial activities,Pedestrian paths present,Historic monuments present;Monuments present;Public art installations present,Recycling bins present,Safe and secure,,,,,,,,,,,
rUjZcOQ8nxxxgdgrOEj5G,Park,Garden,,,,Natural lighting;Shaded areas,Clean,Trees present;Little greenery;No vegetation,Paved paths present;Unpaved paths present;Narrow paths present,,,,Benches present;No seating,Historic buildings present,No signage,Empty,Semi-enclosed,Medium (500–2000 m²),Leisure activities present,Ramps present;No accessibility features,Obstructed views present;Hidden corners present,Surveillance cameras present;Fences present;Walls present,Physical barriers present (fences,walls),Dark colours present;Monochrome elements present;Sculptures present,Traditional buildings present;Vernacular buildings present,No gathering points,Not applicable,No design features,Snowy,Cold,"Quiet;Natural sounds present,Daytime,Not applicable,Not applicable,Pedestrian paths present,Historic monuments present,Culturally significant features present,Not applicable,Comfortable"
rUnOIhQmo4H70ysbbVEuM,Park,Open,Medium (<500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present;Paved paths present;Little greenery,Benches present;Picnic tables present,Residential buildings present,No signage,Sparsely populated (<20 people),Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Hidden corners present,No safety measures,No barriers,Bright colours present;Sculptures present,Contemporary buildings present;Eclectic buildings present,Central gathering point present,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present,No cultural elements,No sustainability features,Inviting,,
rtvnq6Pv799EH3aZkh5fL,Public plaza,Open,Small (<500 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Unpaved paths present;Curved paths present,Custom seats present,Sculptures present;Modern buildings present,No signage,Sparsely populated (<20 people),Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Panoramic views present,No barriers,Monochrome elements present;Sculptures present,Contemporary buildings present,Central gathering point present,Varied age groups present,No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,No public amenities,No commercial activities,Pedestrian paths present,Public art installations present,Not applicable,Inviting,,
ruf3OhZ2Acrbzk5S8QeYP,Public plaza,Semi-enclosed,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present;Custom seats present,Mixed-use buildings present,No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,No accessibility features,Clear sight lines;Obstructed views present,No barriers,Bright colours present;Dark colours present;Sculptures present,Contemporary buildings present,Central gathering point present,Ethnic diversity present,Gender diversity present,Wheelchair-accessible features present;No design features,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Restrooms present;Trash bins present,Cafés present,Public transport access present;Pedestrian paths present,Public art installations present,Not applicable,Inviting,
