Image_ID,Space Typology,Spatial Configuration,Size (visual estimate),Lighting,Maintenance,Vegetation,Paths,Seating,Built Environment,Signage,Human Presence,Types of Activities,Accessibility Features,Visibility,Safety Measures,Barriers,Aesthetic Elements,Architectural Style,Gathering Points,Demographic Diversity,Design,Weather Conditions,Temperature Range,Noise Levels,Temporal Aspects,Public Amenities,Economic Activities,Transport Connectivity,Cultural Elements,Sustainability,Overall Impression,Comments
jZTkAflZmwGdlkbkks66u,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean,Trees present;Little greenery;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present;Chairs present,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present,Sparsely populated (<20 people),Leisure activities present;Commercial activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Fences present,Physical barriers present (fences,walls),Bright colours present;No decorative elements,Traditional buildings present,Edge gathering points present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Cloudy,Cool (10–20 °C),Moderate;Traffic noise present;Natural sounds present,Daytime;Weekday,Trash bins present,Cafés present;No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Not applicable,Inviting
jZkIdPbC1u1HitqxlrBVC,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit,Tidy;Well maintained,Trees present;Grass absent;No flower beds;Bushes absent,Paved paths present;Wide paths present;Intersecting paths present,Benches present;Custom seats present,Modern buildings present;Historic buildings present;Mixed-use buildings present,Informational signs present;No decorative signs,Sparsely populated (<20 people),Leisure activities present;Social activities present;Recreational activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present;No decorative elements;Not applicable,Traditional buildings present;Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime;Weekday,Trash bins present,No commercial activities,Public transport access present;Pedestrian paths present,Historic monuments present;Culturally significant features present,Recycling bins present,Inviting,
jxGOLydpSwxSb6qfmZMoK,Playground,Open,Medium (500–2000 m²),Artificial lighting;Well lit;Shaded areas,Well maintained,Trees present;Little greenery,Paved paths present,Benches present;Custom seats present,Not applicable,Decorative signs present,Sparsely populated (<20 people),Leisure activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Safety lighting,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Not applicable,Wheelchair-accessible features present,Not applicable,Warm (20–30 °C),Quiet;Natural sounds present,Night,Not applicable,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
jxPfuFvuSm8CtzHJ1quCV,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery;No vegetation,Paved paths present;Wide paths present,Benches present,Historic buildings present,No signage,Empty,Leisure activities present;Recreational activities present;Not applicable,No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,Central gathering point present,Not applicable,No design features,Sunny,Cold (<10 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Historic monuments present;Monuments present,Not applicable,Inviting
jxhNZUCTdifNdf5qvbmNv,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present;Directional signs present,Moderately populated (20–50 people),Transportation activities present;Leisure activities present;Commercial activities present,Ramps present;Wide entrances present,Clear sight lines,Safety lighting;Safety signs present;Fences present,Physical barriers present (fences,walls),Bright colours present;Street art present;No decorative elements,Contemporary buildings present;Traditional buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present;Multilingual signs,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime;Weekday,Trash bins present;Play areas present,Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present;Parking spaces present,Public art installations present,Recycling bins present,Inviting
jxmgeXrzMIcOAZ2w15dLL,Street,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Mixed-use buildings present;Commercial buildings present;Residential buildings present,Informational signs present;Directional signs present,Moderately populated (20–50 people),Leisure activities present;Social activities present;Recreational activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present,Contemporary buildings present;Traditional buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime;Weekday,Trash bins present;Restrooms present;Play areas present;Water fountains present,Cafés present;Shops present;Street vendors present,Public transport access present;Pedestrian paths present,Historic monuments present;Public art installations present,Recycling bins present,Inviting,
jy7J9l3yeW7IMoqrtjAXJ,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present;Intersecting paths present,Benches present;Custom seats present,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Transportation activities present;Social activities present;Recreational activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;Water features present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present;Play areas present;Not applicable,Shops present;Cafés present;No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Recycling bins present;Green building features present,Inviting
jyD8mdn7oiqIAqlfciwKx,Square,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,Benches present,Modern buildings present;Residential buildings present;Commercial buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Commercial activities present,Ramps present;Wide entrances present,Clear sight lines,Surveillance cameras present;Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present;Play areas present;Not applicable,Shops present;Cafés present,Public transport access present;Pedestrian paths present,Not applicable,Recycling bins present,Inviting
jyVejnIBA2tj0SUW0sb6K,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Linear paths present,Benches present,Not applicable,Not applicable,Sparsely populated (<20 people),Leisure activities present;Recreational activities present,Ramps present,Clear sight lines,Not applicable,No barriers,Bright colours present,Not applicable,Central gathering point present,Varied age groups present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,
jynrDFND99pcJaMGrhz7P,Public plaza,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Curved paths present,Benches present,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Sparsely populated (<20 people),Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;Sculptures present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Play areas present;Not applicable,Shops present;Cafés present;No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Public art installations present,Recycling bins present,Inviting
jzCdhp2NdQ4HXMCjMIW6M,Street,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present;No seating,Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;Decorative signs present;Directional signs present,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Commercial activities present;Transportation activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Safety lighting;Safety signs present,No barriers,Bright colours present;Street art present;No decorative elements,Traditional buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Traffic noise present;Natural sounds present,Daytime;Weekday,Trash bins present,Shops present;Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Monuments present;Public art installations present,Recycling bins present,Inviting,
jzbZEukTg7yRbFFVfXpTQ,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present,Paved paths present;Wide paths present;Curved paths present,Benches present;Custom seats present,Not applicable,Moderately populated (20–50 people),Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Safety lighting,No barriers,Bright colours present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Not applicable,Not applicable,Inviting,,
k0E5Gpukk5tqk6nTlLtV1,Park,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;No vegetation,Paved paths present;Wide paths present;Linear paths present,Benches present,Not applicable,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Transportation activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present;No decorative elements,Not applicable,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime,Trash bins present;Play areas present,No commercial activities,Public transport access present;Bicycle lanes present;Pedestrian paths present,Not applicable,Recycling bins present,Inviting,,
k0nn8RbWTjIExEOA1QDvz,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present;Flower beds present,Paved paths present;Wide paths present;Linear paths present,Benches present;Chairs present,Modern buildings present;Historic buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Surveillance cameras present;Safety lighting;Fences present;Walls present,Physical barriers present (fences,walls),Bright colours present;Sculptures present,Contemporary buildings present,Central gathering point present,Varied age groups present;Ethnic diversity present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime;Weekday,Trash bins present;Play areas present,Cafés present,Public transport access present;Bicycle lanes present;Pedestrian paths present,Monuments present;Public art installations present,Recycling bins present,Inviting
k0vdbAfxgwnDXHD9CZxGo,Square,Open,Large (>2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery;No vegetation,Paved paths present;Wide paths present,Benches present,Historic buildings present;Mixed-use buildings present,Informational signs present,Sparsely populated (<20 people),Leisure activities present,Ramps present;No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,Central gathering point present,Not applicable,Wheelchair-accessible features present,Sunny,Cold (<10 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Historic monuments present,Recycling bins present,Inviting
rUjZcOQ8nxxxgdgrOEj5G,Park,Open,Medium (500–2000 m²),Natural lighting;Shaded areas,Well maintained,Trees present;Grass present,Linear paths present;Intersecting paths present;Paved paths present,Benches present,Historic buildings present,No signage,Empty,Leisure activities present;Recreational activities present,No accessibility features,Clear sight lines,Fences present,Physical barriers present (fences,walls),No decorative elements,Traditional buildings present,Central gathering point present,Not applicable,No design features,Snowy,Cold (<10 °C),Quiet;Natural sounds present,Daytime,Trash bins present,No commercial activities,Pedestrian paths present,Monuments present,Not applicable,Inviting
rUnOIhQmo4H70ysbbVEuM,Park,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Grass present;Bushes present,Paved paths present;Wide paths present;Curved paths present,Benches present;Picnic tables present,Residential buildings present;Mixed-use buildings present,Informational signs present,Sparsely populated (<20 people),Recreational activities present;Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Safety lighting;Fences present,Physical barriers present (fences,walls),Bright colours present;No decorative elements,Traditional buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Quiet;Natural sounds present,Daytime;Weekday,Trash bins present;Play areas present,No commercial activities,Pedestrian paths present,Not applicable,Recycling bins present,Inviting
rtvnq6Pv799EH3aZkh5fL,Public plaza,Open,Medium (500–2000 m²),Natural lighting;Well lit,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present,Benches present;No seating,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines,Not applicable,No barriers,Bright colours present;Sculptures present;No decorative elements,Contemporary buildings present,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Cool (10–20 °C),Moderate;Natural sounds present,Daytime;Weekday,Trash bins present;Play areas present;Not applicable,No commercial activities,Public transport access present;Pedestrian paths present,Public art installations present,Not applicable,Inviting,
ruf3OhZ2Acrbzk5S8QeYP,Public plaza,Open,Large (>2000 m²),Natural lighting;Well lit;Shaded areas,Clean;Well maintained,Trees present;Little greenery,Paved paths present;Wide paths present;Linear paths present,Benches present;Chairs present;No seating,Modern buildings present;Commercial buildings present;Mixed-use buildings present,Informational signs present;No signage,Moderately populated (20–50 people),Leisure activities present;Social activities present,Ramps present;Wide entrances present,Clear sight lines;Panoramic views present,Not applicable,No barriers,Bright colours present;No decorative elements,Contemporary buildings present;Not applicable,Central gathering point present,Varied age groups present;Gender diversity present,Wheelchair-accessible features present,Sunny,Warm (20–30 °C),Moderate;Natural sounds present,Daytime,Trash bins present;Not applicable,Cafés present;No commercial activities,Public transport access present;Pedestrian paths present,Not applicable,Recycling bins present,Inviting,
